2.000000000000000042e-02 1.012536154445002126e+02
5.000000000000000278e-02 1.291812593549458370e+02
1.000000000000000056e-01 1.530411172492456444e+02
1.500000000000000222e-01 1.682406146580543691e+02
2.000000000000000111e-01 1.794943711852664023e+02
2.500000000000000000e-01 1.884726753537822503e+02
2.999999999999999889e-01 1.959507017732344423e+02
3.500000000000000333e-01 2.023549814578855148e+02
4.000000000000000222e-01 2.079468553584160020e+02
4.500000000000000111e-01 2.128989191992447161e+02
5.000000000000000000e-01 2.173316741537027781e+02
