2.000000000000000042e-02 1.027959183405918395e+02
5.000000000000000278e-02 1.318583659499707039e+02
1.000000000000000056e-01 1.574368389485697719e+02
1.500000000000000222e-01 1.738757586983870738e+02
2.000000000000000111e-01 1.864323199770972224e+02
2.500000000000000000e-01 1.966867774704475096e+02
2.999999999999999889e-01 2.054457504702763231e+02
3.500000000000000333e-01 2.131506932331271571e+02
4.000000000000000222e-01 2.200698087046052649e+02
4.500000000000000111e-01 2.263783272244396017e+02
5.000000000000000000e-01 2.321970788505123835e+02
