2.000000000000000042e-02 1.012536065529409655e+02
5.000000000000000278e-02 1.291812444086870926e+02
1.000000000000000056e-01 1.530410966700839310e+02
1.500000000000000222e-01 1.682405901729959794e+02
2.000000000000000111e-01 1.794943438126086050e+02
2.500000000000000000e-01 1.884726456787146560e+02
2.999999999999999889e-01 1.959506701697270898e+02
3.500000000000000333e-01 2.023549481816840512e+02
4.000000000000000222e-01 2.079468205930463114e+02
4.500000000000000111e-01 2.128988830813569280e+02
5.000000000000000000e-01 2.173316367881290034e+02
