0.000000000000000000e+00,1.400836426863795969e-62
1.750875437718859466e-03,2.538958713967437168e-62
3.501750875437718933e-03,4.596119459882568628e-62
5.252626313156578616e-03,8.309873912902227185e-62
7.003501750875437866e-03,1.500600259302776337e-61
8.754377188594297116e-03,2.706468999551058743e-61
1.050525262631315723e-02,4.875380922686199989e-61
1.225612806403201561e-02,8.771654295072876482e-61
1.400700350175087573e-02,1.576238450654879400e-60
1.575787893946973411e-02,2.828979397481334433e-60
1.750875437718859423e-02,5.071134258810519873e-60
1.925962981490745435e-02,9.079206409321736906e-60
2.101050525262631447e-02,1.623521810466432289e-59
2.276138069034517458e-02,2.899584849875071019e-59
2.451225612806403123e-02,5.172267448617606913e-59
2.626313156578289135e-02,9.214962700650014670e-59
2.801400700350175146e-02,1.639734924739805694e-58
2.976488244122061158e-02,2.914212178681347534e-58
3.151575787893946823e-02,5.172924593134975806e-58
3.326663331665832835e-02,9.171039909032415976e-58
3.501750875437718846e-02,1.623934378548930213e-57
3.676838419209604858e-02,2.872009190176664918e-57
3.851925962981490870e-02,5.073067390568534708e-57
4.027013506753376881e-02,8.949997100318448675e-57
4.202101050525262893e-02,1.577039657387674298e-56
4.377188594297148905e-02,2.775426887846207385e-56
4.552276138069034916e-02,4.878478832917871450e-56
4.727363681840920234e-02,8.564588777595177251e-56
4.902451225612806246e-02,1.501744544102624232e-55
5.077538769384692258e-02,2.629983761504511481e-55
5.252626313156578269e-02,4.600208626441985390e-55
5.427713856928464281e-02,8.036546204363850957e-55
5.602801400700350293e-02,1.402260887516379224e-54
5.777888944472236304e-02,2.443743683864459243e-54
5.952976488244122316e-02,4.253534314110877613e-54
6.128064032016008328e-02,7.394548912174944397e-54
6.303151575787893646e-02,1.283928644578621219e-53
6.478239119559779657e-02,2.226576120779688003e-53
6.653326663331665669e-02,3.856573945970664204e-53
6.828414207103551681e-02,6.671649705536439334e-53
7.003501750875437692e-02,1.152742393513415407e-52
7.178589294647323704e-02,1.989292986845232223e-52
7.353676838419209716e-02,3.428725321719987419e-52
7.528764382191095728e-02,5.902474165173757556e-52
7.703851925962981739e-02,1.014852560525634916e-51
7.878939469734867751e-02,1.742766750356468202e-51
8.054027013506753763e-02,2.989117837612744559e-51
8.229114557278639774e-02,5.120522321964028890e-51
8.404202101050525786e-02,8.760985227452584225e-51
8.579289644822411798e-02,1.497128539158499844e-50
8.754377188594297809e-02,2.555245824320139331e-50
8.929464732366183821e-02,4.355858288097692578e-50
9.104552276138069833e-02,7.416214011634542491e-50
9.279639819909955845e-02,1.261125253813881309e-49
9.454727363681840469e-02,2.141912117940178704e-49
9.629814907453726480e-02,3.633394296806893041e-49
9.804902451225612492e-02,6.155890262195584793e-49
9.979989994997498504e-02,1.041685611140772604e-48
1.015507753876938452e-01,1.760556301510877662e-48
1.033016508254127053e-01,2.971875610129391211e-48
1.050525262631315654e-01,5.010473785928357989e-48
1.068034017008504255e-01,8.437123722716577613e-48
1.085542771385692856e-01,1.418983998012562761e-47
1.103051525762881457e-01,2.383570682236711360e-47
1.120560280140070059e-01,3.998950505131276969e-47
1.138069034517258660e-01,6.700874431212286363e-47
1.155577788894447261e-01,1.121461547941431471e-46
1.173086543271635862e-01,1.874583334825411770e-46
1.190595297648824463e-01,3.129626951324098189e-46
1.208104052026013064e-01,5.218525996745732354e-46
1.225612806403201666e-01,8.691016737925227801e-46
1.243121560780390267e-01,1.445642069833978778e-45
1.260630315157578729e-01,2.401698168735474303e-45
1.278139069534767469e-01,3.985139536735368755e-45
1.295647823911955931e-01,6.604441457909177416e-45
1.313156578289144671e-01,1.093191167677559894e-44
1.330665332666333134e-01,1.807272292068160937e-44
1.348174087043521874e-01,2.984135390954018108e-44
1.365682841420710336e-01,4.921312157816393827e-44
1.383191595797899076e-01,8.106077652916933439e-44
1.400700350175087538e-01,1.333546191166556079e-43
1.418209104552276278e-01,2.191153604973439713e-43
1.435717858929464741e-01,3.595878763578829084e-43
1.453226613306653481e-01,5.893926490246320184e-43
1.470735367683841943e-01,9.648767594991701561e-43
1.488244122061030683e-01,1.577634640705312232e-42
1.505752876438219146e-01,2.576371452368684721e-42
1.523261630815407608e-01,4.202212204557490954e-42
1.540770385192596348e-01,6.845653893928497452e-42
1.558279139569784810e-01,1.113831134116509285e-41
1.575787893946973550e-01,1.810052723542770401e-41
1.593296648324162013e-01,2.937856333118065079e-41
1.610805402701350753e-01,4.762525783076086546e-41
1.628314157078539215e-01,7.711015612014557638e-41
1.645822911455727955e-01,1.246962180513519409e-40
1.663331665832916417e-01,2.014013781867186808e-40
1.680840420210105157e-01,3.248920251491288126e-40
1.698349174587293620e-01,5.234595424020889577e-40
1.715857928964482360e-01,8.423540106728157573e-40
1.733366683341670822e-01,1.353859608860588298e-39
1.750875437718859562e-01,2.173301962522091611e-39
1.768384192096048024e-01,3.484447854066851265e-39
1.785892946473236764e-01,5.579757488918315650e-39
1.803401700850425227e-01,8.924093972007520791e-39
1.820910455227613967e-01,1.425543265403939753e-38
1.838419209604802429e-01,2.274385759670971904e-38
1.855927963981991169e-01,3.624226312636246899e-38
1.873436718359179631e-01,5.768115493587821770e-38
1.890945472736368094e-01,9.168959256424075686e-38
1.908454227113556834e-01,1.455705741912691646e-37
1.925962981490745296e-01,2.308312503635894171e-37
1.943471735867934036e-01,3.655805399267397461e-37
1.960980490245122498e-01,5.782810922372366403e-37
1.978489244622311238e-01,9.136132136765701370e-37
1.995997998999499701e-01,1.441627999352959940e-36
2.013506753376688441e-01,2.272016609054168588e-36
2.031015507753876903e-01,3.576327251092837106e-36
2.048524262131065643e-01,5.622512879254111117e-36
2.066033016508254105e-01,8.828585407768098377e-36
2.083541770885442845e-01,1.384583791877708553e-35
