0.000000000000000000e+00,4.567360204182329294e-11
1.750875437718859466e-03,4.855818724858175071e-11
3.501750875437718933e-03,5.162099644430733357e-11
5.252626313156578616e-03,5.487278686362597001e-11
7.003501750875437866e-03,5.832494899897696420e-11
8.754377188594297116e-03,6.198954289024282477e-11
1.050525262631315723e-02,6.587933643430333612e-11
1.225612806403201561e-02,7.000784582341026108e-11
1.400700350175087573e-02,7.438937822697172071e-11
1.575787893946973411e-02,7.903907683727313591e-11
1.750875437718859423e-02,8.397296840591429258e-11
1.925962981490745435e-02,8.920801340431422997e-11
2.101050525262631447e-02,9.476215894851444661e-11
2.276138069034517458e-02,1.006543946357393916e-10
2.451225612806403123e-02,1.069048114477748559e-10
2.626313156578289135e-02,1.135346638841747313e-10
2.801400700350175146e-02,1.205664354966661172e-10
2.976488244122061158e-02,1.280239080049018933e-10
3.151575787893946823e-02,1.359322341828928385e-10
3.326663331665832835e-02,1.443180147151036653e-10
3.501750875437718846e-02,1.532093792313354470e-10
3.676838419209604858e-02,1.626360717400962593e-10
3.851925962981490870e-02,1.726295406913389399e-10
4.027013506753376881e-02,1.832230339110746156e-10
4.202101050525262893e-02,1.944516986626378152e-10
4.377188594297148905e-02,2.063526871022093288e-10
4.552276138069034916e-02,2.189652674096051915e-10
4.727363681840920234e-02,2.323309408895289251e-10
4.902451225612806246e-02,2.464935653531656961e-10
5.077538769384692258e-02,2.614994851055393104e-10
5.252626313156578269e-02,2.773976678802549735e-10
5.427713856928464281e-02,2.942398490802428978e-10
5.602801400700350293e-02,3.120806837009602795e-10
5.777888944472236304e-02,3.309779063311193622e-10
5.952976488244122316e-02,3.509924996455802654e-10
6.128064032016008328e-02,3.721888718254913649e-10
6.303151575787893646e-02,3.946350433622250866e-10
6.478239119559779657e-02,4.184028437240275104e-10
6.653326663331665669e-02,4.435681183878818031e-10
6.828414207103551681e-02,4.702109467636015340e-10
7.003501750875437692e-02,4.984158715629718586e-10
7.178589294647323704e-02,5.282721401936807179e-10
7.353676838419209716e-02,5.598739587859567468e-10
7.528764382191095728e-02,5.933207594894062737e-10
7.703851925962981739e-02,6.287174817083631110e-10
7.878939469734867751e-02,6.661748679764088905e-10
8.054027013506753763e-02,7.058097752045173008e-10
8.229114557278639774e-02,7.477455020725255717e-10
8.404202101050525786e-02,7.921121333708690923e-10
8.579289644822411798e-02,8.390469021378562103e-10
8.754377188594297809e-02,8.886945704784551711e-10
8.929464732366183821e-02,9.412078299927590166e-10
9.104552276138069833e-02,9.967477227863650001e-10
9.279639819909955845e-02,1.055484084081418678e-09
9.454727363681840469e-02,1.117596007495054904e-09
9.629814907453726480e-02,1.183272334102632853e-09
