9.699999999999999963e-05,8.752378114264119935e-01,3.047213974111762246e-05,6.688658090395143514e-04,9.158887400133488080e-03,2.032191789078876491e-03,3.910962825053304503e-11,7.535935269889061650e-02
1.079999999999999960e-04,8.751157238972167018e-01,3.047282314980751449e-05,6.687315714197222946e-04,9.158886996522555210e-03,2.031806267530553416e-03,3.910953218505030271e-11,7.535217774081511000e-02
1.219999999999999974e-04,8.776603841772914194e-01,3.024951526214788466e-05,6.880504553723157564e-04,9.161765565430669833e-03,2.045424809474876131e-03,3.906651247619069855e-11,7.508480988474532103e-02
1.369999999999999961e-04,8.777484980042824514e-01,3.028066462038087728e-05,6.864320501556905310e-04,9.161367002916682642e-03,2.047414692652586767e-03,3.907149254615693605e-11,7.513325779995143339e-02
1.540000000000000028e-04,8.777240281325124904e-01,3.030750228982550230e-05,6.848375502676001380e-04,9.161024560844624465e-03,2.048384175121200409e-03,3.907591431375285926e-11,7.517140593913836100e-02
1.730000000000000038e-04,8.776204004975238782e-01,3.033031296958557663e-05,6.833165850942715365e-04,9.160734320557847865e-03,2.048594411463724573e-03,3.907978031525159641e-11,7.520086799198974492e-02
1.939999999999999993e-04,8.775063364383844933e-01,3.035050736501586463e-05,6.818112974482254960e-04,9.160465898785427608e-03,2.048249818625183082e-03,3.908348906415976028e-11,7.522894825278586550e-02
2.180000000000000134e-04,8.773102024219981976e-01,3.036721847746929307e-05,6.804683136202709657e-04,9.160256578439237782e-03,2.047553857383269116e-03,3.908645047219765869e-11,7.524593279281661939e-02
2.449999999999999921e-04,8.770950530631286268e-01,3.038158202880254701e-05,6.792204260983423928e-04,9.160077067618371816e-03,2.046611896425872597e-03,3.908905458155362794e-11,7.525885987754925288e-02
2.759999999999999867e-04,8.768704986533739643e-01,3.039459002577871047e-05,6.780068077041393436e-04,9.159912820017086441e-03,2.045463328358545184e-03,3.909150424535532110e-11,7.527008474267019023e-02
3.099999999999999999e-04,8.766471253192789082e-01,3.040510911515918014e-05,6.769629864733717672e-04,9.159782270590612410e-03,2.044295522155104537e-03,3.909348836149290874e-11,7.527712787412468853e-02
3.480000000000000020e-04,8.768478303329838575e-01,3.039787969303051423e-05,6.776837687755626286e-04,9.159865584228953084e-03,2.045156184213712657e-03,3.909224558364563908e-11,7.527623643681821686e-02
3.910000000000000172e-04,8.769740149621498837e-01,3.039335257679585199e-05,6.781197247146421693e-04,9.159916454531633404e-03,2.045646870622289028e-03,3.909149866803642932e-11,7.527609675947347090e-02
4.400000000000000157e-04,8.767382514762339651e-01,3.040420488932803347e-05,6.770509260905864914e-04,9.159783499227499085e-03,2.044462185988087273e-03,3.909351693705426826e-11,7.528271735066949244e-02
4.939999999999999730e-04,8.774044520038928319e-01,3.034001096393999238e-05,6.826622482054182451e-04,9.160651306793768031e-03,2.048492701734416083e-03,3.908084238916437087e-11,7.519899917279768142e-02
5.550000000000000462e-04,8.772449687762751136e-01,3.035836529780131218e-05,6.812305289536162677e-04,9.160410023850956707e-03,2.047924373746222351e-03,3.908417173755290447e-11,7.522130604228059736e-02
6.239999999999999887e-04,8.771127607227089396e-01,3.037330915469638916e-05,6.799646187694082401e-04,9.160205648254466856e-03,2.047137579267223253e-03,3.908710427456966632e-11,7.524173787552831949e-02
7.010000000000000172e-04,8.712239968475893326e-01,3.002409839936992644e-05,6.975307355123165501e-04,9.166632376633543008e-03,2.016926921339543769e-03,3.902067366846990674e-11,7.431300107087024376e-02
7.870000000000000476e-04,8.722311973946110797e-01,3.005326830948969942e-05,6.966770537994584163e-04,9.165943836873417100e-03,2.022094690066570180e-03,3.902602593542093034e-11,7.441718326813334672e-02
8.850000000000000444e-04,8.693093958452826620e-01,2.995496851189836414e-05,6.985637639665760084e-04,9.167829899872597180e-03,2.001944908518616100e-03,3.901132735318052402e-11,7.412793082994031946e-02
9.940000000000000918e-04,8.693521620594301114e-01,3.003654534650153018e-05,6.976462801997585861e-04,9.166738455102216993e-03,2.018192926097518367e-03,3.902024068163302131e-11,7.415893728059570755e-02
1.116999999999999937e-03,8.584465209681610975e-01,2.986003918634024386e-05,7.027085697527669060e-04,9.173099798514850259e-03,1.980381492837752621e-03,3.898326607118972489e-11,7.316740766270070362e-02
1.255000000000000039e-03,8.602083541278239265e-01,2.988426597679580835e-05,7.021598434583591975e-04,9.172099959519907503e-03,1.986443922856678292e-03,3.898808032773276745e-11,7.331855528575512149e-02
1.410000000000000012e-03,8.632712297187905559e-01,2.996254978907304128e-05,7.008870949800352027e-04,9.170084160393193740e-03,2.004462646380942518e-03,3.899944070621657055e-11,7.359380609522443717e-02
1.585000000000000037e-03,8.656939017559501792e-01,3.002558409732866864e-05,6.993324934118648516e-04,9.168438505478708478e-03,2.017013723367974687e-03,3.900965641996540474e-11,7.382579692935226090e-02
1.781000000000000031e-03,8.676897845116502417e-01,3.008641867119833966e-05,6.974440624732380347e-04,9.166969778952746561e-03,2.027360714144140277e-03,3.901973565950486000e-11,7.403282046580819675e-02
2.001000000000000174e-03,8.692873277969994650e-01,3.013672514586943852e-05,6.954831012568648673e-04,9.165750357494112724e-03,2.034483900217274981e-03,3.902885100082433296e-11,7.421010827812264676e-02
2.247999999999999998e-03,8.701897459785858935e-01,3.015166000911320232e-05,6.947244737287105272e-04,9.165258259926209808e-03,2.036465276463774940e-03,3.903272411993313875e-11,7.430203239607593990e-02
2.526000000000000034e-03,8.698933251041682801e-01,3.010639136751953104e-05,6.962630717191533192e-04,9.165968021079150610e-03,2.030577957655668730e-03,3.902690017764243305e-11,7.423971213303283412e-02
2.838999999999999944e-03,8.711464055569619891e-01,3.015095935021038770e-05,6.944993474420214485e-04,9.164983863037896167e-03,2.036587835509898105e-03,3.903487896743773025e-11,7.438550115821755682e-02
3.190000000000000127e-03,8.721519408772472337e-01,3.019012669437242478e-05,6.926964774784802803e-04,9.164136834049022365e-03,2.040913482179128324e-03,3.904224330237115295e-11,7.451233528238535020e-02
3.583999999999999946e-03,8.704903569588914314e-01,3.008948048785988383e-05,6.965396576122752153e-04,9.166030823766687166e-03,2.028176140490760542e-03,3.902617678445079757e-11,7.428087932193357112e-02
4.027000000000000197e-03,8.714578763572654596e-01,3.011412219401241248e-05,6.955702059829358503e-04,9.165395836717427774e-03,2.031824837674933975e-03,3.903121148543119554e-11,7.438390010979155365e-02
4.525000000000000376e-03,8.703493183483349549e-01,3.006419720928334990e-05,6.972195475499186074e-04,9.166435321193390148e-03,2.024314680965492476e-03,3.902293034634947566e-11,7.425206012071046413e-02
5.085000000000000110e-03,8.686028890815458148e-01,3.004013178000101500e-05,6.982896367778622599e-04,9.167352702227469022e-03,2.020229008024551631e-03,3.901648321544749171e-11,7.408433068064709803e-02
5.714000000000000329e-03,8.675962680519795356e-01,3.003115782289704879e-05,6.987871452305987902e-04,9.167836521396863572e-03,2.018626832557342005e-03,3.901333418436699903e-11,7.399124024562570012e-02
6.420000000000000359e-03,8.693873362409502148e-01,3.008852438188716646e-05,6.970141249958947431e-04,9.166500651340121764e-03,2.028280830160072989e-03,3.902292762716008912e-11,7.418030843739251146e-02
7.213999999999999926e-03,8.687523883498545763e-01,3.005733276051510320e-05,6.978834807217612797e-04,9.167060645961870244e-03,2.023105966208778219e-03,3.901867027223343662e-11,7.410685826681892574e-02
8.106000000000000358e-03,8.699682453918112790e-01,3.008965949782497199e-05,6.967597676097882610e-04,9.166238381372504920e-03,2.028346352830801783e-03,3.902474440705339826e-11,7.423337817342116896e-02
9.107999999999999777e-03,8.697275331734312109e-01,3.007734223662513774e-05,6.970996768436547603e-04,9.166441588901832679e-03,2.026307266721003118e-03,3.902312847203496006e-11,7.420515832828976366e-02
1.023499999999999931e-02,8.698094116019138289e-01,3.009572199396122163e-05,6.966416494784246141e-04,9.166200266057172169e-03,2.029198827392902742e-03,3.902510539111704157e-11,7.422355980115453999e-02
1.149999999999999981e-02,8.699895753739521620e-01,3.008534108593194337e-05,6.968388559855760115e-04,9.166271367869290726e-03,2.027603957321176976e-03,3.902443501902225170e-11,7.423299064000152270e-02
1.292199999999999946e-02,8.695597129580664442e-01,3.007744929032462377e-05,6.971792451411421140e-04,9.166535861373285160e-03,2.026386961868082825e-03,3.902248964018531368e-11,7.418974031582238615e-02
1.451999999999999992e-02,8.707291993744026293e-01,3.011463711799346071e-05,6.958501812082345346e-04,9.165676094403297017e-03,2.032015526017682833e-03,3.902914574823703207e-11,7.431795288958763235e-02
1.631499999999999964e-02,8.690073124663780790e-01,3.006670959910265556e-05,6.975903559625347243e-04,9.166855135751598993e-03,2.024583413065795482e-03,3.902016794488036568e-11,7.413481221331696958e-02
1.833299999999999860e-02,8.696090957380105957e-01,3.008207542252759939e-05,6.970365120510843126e-04,9.166443720949659160e-03,2.027022072138563637e-03,3.902318873430420136e-11,7.419731550476267590e-02
2.060000000000000026e-02,8.696540125574558910e-01,3.008291976780510886e-05,6.970061078901584103e-04,9.166426210971998639e-03,2.027149634009392520e-03,3.902331995194484070e-11,7.420172047785179859e-02
