5.400593456467549913e+01,-3.987525595146562409e+04,-1.516795476979428258e+03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.001589313264221914e+02,-2.245784352302077309e+02,1.259521637715161432e+03,2.578919566161106331e+02
-3.987525595146562409e+04,2.992266793941926584e+07,9.210019805950468872e+05,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-7.815405072244710755e+04,1.697936798862974683e+05,-9.549770189004263375e+05,-1.995972705800335971e+05
-1.516795476979428258e+03,9.210019805950468872e+05,1.249029757333752641e+05,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-1.074598880208591936e+03,4.662288774204833317e+03,-2.502639106293334771e+04,-3.443642965970245768e+03
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.001589313264221914e+02,-7.815405072244710755e+04,-1.074598880208591936e+03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.224739641018732357e+02,-4.512510040160808558e+02,2.554477030490783363e+03,5.585377313358757192e+02
-2.245784352302077309e+02,1.697936798862974683e+05,4.662288774204833317e+03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-4.512510040160808558e+02,9.667728712592838747e+02,-5.444450364771535533e+03,-1.148366244415345136e+03
1.259521637715161432e+03,-9.549770189004263375e+05,-2.502639106293334771e+04,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.554477030490783363e+03,-5.444450364771535533e+03,3.080332152374368161e+04,6.513793384160134337e+03
2.578919566161106331e+02,-1.995972705800335971e+05,-3.443642965970245768e+03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.585377313358757192e+02,-1.148366244415345136e+03,6.513793384160134337e+03,1.410921546703243166e+03
