9.699999999999999963e-05,9.042716301803547241e-01,4.664947595629209925e-05,7.947069484931502904e-04,9.313001877093217071e-03,3.192755546075326262e-03,4.012820698766957424e-11,7.571326631569931520e-02,3.639638596243087443e-02
1.079999999999999960e-04,9.041039359447310408e-01,4.665065231659282718e-05,7.947219022375126432e-04,9.313036186770493399e-03,3.192549450151368692e-03,4.012853851630000203e-11,7.570782466096050156e-02,3.640094205840663927e-02
1.219999999999999974e-04,9.001856869833455566e-01,4.605013831496246454e-05,7.949556333506271194e-04,9.325912741395749050e-03,3.050933331410321959e-03,4.013754028198846691e-11,7.563149566710916649e-02,3.455464888802343981e-02
1.369999999999999961e-04,9.014282513351725701e-01,4.614481711524538401e-05,7.946329684532196140e-04,9.325484112167114342e-03,3.078023799234978590e-03,4.013897456930582112e-11,7.564620497524700282e-02,3.482759167475396600e-02
1.540000000000000028e-04,9.023640091099205396e-01,4.622539647148697368e-05,7.944008583329167971e-04,9.324904666333955205e-03,3.100216110208720011e-03,4.013986149001626346e-11,7.565729119179151474e-02,3.506209344554934992e-02
1.730000000000000038e-04,9.030404717526806513e-01,4.629274830742030432e-05,7.942439334984525067e-04,9.324233812033103433e-03,3.118051602035510142e-03,4.014031227945500408e-11,7.566530899672395394e-02,3.526018615055144523e-02
1.939999999999999993e-04,9.035990569233262049e-01,4.635050333579698032e-05,7.941415377751242892e-04,9.323347273234517535e-03,3.132790446688852020e-03,4.014002804949999986e-11,7.567439742755807663e-02,3.543281908865093810e-02
2.180000000000000134e-04,9.039106764552657935e-01,4.639781932931242046e-05,7.940875153203101481e-04,9.322616785284154259e-03,3.144315579524388938e-03,4.013995924061954942e-11,7.567782928593844161e-02,3.557525975148558700e-02
2.449999999999999921e-04,9.041028281135331524e-01,4.643745866855587731e-05,7.940662600236099130e-04,9.321885005371077088e-03,3.153549446049269418e-03,4.013971574717137401e-11,7.567986803035219034e-02,3.569615484094047775e-02
2.759999999999999867e-04,9.042246901929716918e-01,4.647226481365735590e-05,7.940697836478288144e-04,9.321104668635046830e-03,3.161295049005851190e-03,4.013924898090707776e-11,7.568160549392201342e-02,3.580392342048431542e-02
3.099999999999999999e-04,9.042551087793959663e-01,4.649969760263797174e-05,7.940903595675910965e-04,9.320426278934467249e-03,3.167082219082210156e-03,4.013881759900340795e-11,7.568171497995219987e-02,3.588995772835935211e-02
3.480000000000000020e-04,9.043062985077825466e-01,4.648099963836982467e-05,7.940744696193588904e-04,9.320827282115737300e-03,3.163218981299972029e-03,4.013890019586005945e-11,7.568442486669897662e-02,3.583109367827623515e-02
3.910000000000000172e-04,9.043374375581330060e-01,4.646909925768097772e-05,7.940684912977383735e-04,9.321048461627396212e-03,3.160695729551943420e-03,4.013888031051561723e-11,7.568645121708381107e-02,3.579392386131355352e-02
4.400000000000000157e-04,9.043618976692949785e-01,4.649748992464725707e-05,7.940880170601962232e-04,9.320371748879414248e-03,3.166711203141162750e-03,4.013849606784737088e-11,7.568609873546312816e-02,3.588282791363923280e-02
4.939999999999999730e-04,9.030891266158261876e-01,4.632296519263842070e-05,7.941908586905831137e-04,9.324322439740790128e-03,3.125615840989734873e-03,4.014171595795436912e-11,7.565860831148150945e-02,3.534748056896645785e-02
5.550000000000000462e-04,9.035116860212606404e-01,4.637502443490614754e-05,7.941126890411010072e-04,9.323495301531026930e-03,3.138570990677917987e-03,4.014149464123960629e-11,7.566474568470626938e-02,3.550383998947471281e-02
6.239999999999999887e-04,9.038447980614698896e-01,4.641607744524479462e-05,7.940754482845663580e-04,9.322612701757240078e-03,3.148434112493883000e-03,4.014080214901002879e-11,7.567168791387628157e-02,3.562910103092811059e-02
7.010000000000000172e-04,8.846260085212271917e-01,4.541919861100132959e-05,7.987342202882461405e-04,9.335865031451440893e-03,2.848357735089673739e-03,4.015188391535421396e-11,7.528595247136508906e-02,3.271610973649910492e-02
7.870000000000000476e-04,8.867260041602098575e-01,4.549955383164777824e-05,7.981555489906719779e-04,9.335012030267184763e-03,2.875889747417694972e-03,4.015087822831858768e-11,7.532799373009130273e-02,3.294792205798402485e-02
8.850000000000000444e-04,8.803874383137333393e-01,4.522119949922342861e-05,8.000647353590742677e-04,9.334853564497249886e-03,2.778950000893014478e-03,4.014620507302946759e-11,7.522934505303541242e-02,3.215776796041235064e-02
9.940000000000000918e-04,8.824742961943660147e-01,4.544984643528430130e-05,7.985920921652710615e-04,9.337594309065401152e-03,2.858189606427989551e-03,4.015728113238007327e-11,7.518769936455732550e-02,3.280844464062695337e-02
1.116999999999999937e-03,8.650611709915353442e-01,4.499327615190807733e-05,8.027373849603188123e-04,9.348887706327545233e-03,2.690922893053776434e-03,4.018227798471954461e-11,7.479220793141311274e-02,3.147818478926032310e-02
1.255000000000000039e-03,8.676311555471082348e-01,4.505440961624644538e-05,8.021281337824997691e-04,9.347316357187487532e-03,2.714392070343866082e-03,4.017861023104152556e-11,7.484747101389177537e-02,3.165581903763476507e-02
1.410000000000000012e-03,8.730105073973422058e-01,4.526593920049950512e-05,8.003924375268284914e-04,9.346903706386838068e-03,2.791230087466208768e-03,4.018051824725476599e-11,7.492929986359937733e-02,3.225930127638648032e-02
1.585000000000000037e-03,8.775453106781748724e-01,4.544004842601392989e-05,7.990397283474356179e-04,9.345727831740258118e-03,2.852086372739283220e-03,4.018011037816227306e-11,7.500716238816899917e-02,3.275752692373087860e-02
1.781000000000000031e-03,8.816987292329652171e-01,4.561237136127433567e-05,7.978114457371593632e-04,9.344492398110205642e-03,2.909889675187322857e-03,4.017993115028547857e-11,7.507911979725917506e-02,3.325085240380871998e-02
2.001000000000000174e-03,8.852117564631626356e-01,4.575610089960400703e-05,7.968606803673265347e-04,9.342803944147442738e-03,2.956458595400342660e-03,4.017825856700109005e-11,7.514673688721393296e-02,3.366470629712816492e-02
2.247999999999999998e-03,8.868556049583038448e-01,4.579735422264577180e-05,7.965803213378044216e-04,9.341345493250507309e-03,2.969974700753740416e-03,4.017499695876576161e-11,7.519090786021923045e-02,3.378570818443430573e-02
2.526000000000000034e-03,8.851472286165232850e-01,4.566302811851546386e-05,7.973614411879116279e-04,9.340808879407669005e-03,2.927876802706558170e-03,4.017037133604377456e-11,7.518454276471553399e-02,3.340338025296938490e-02
2.838999999999999944e-03,8.881204976162928588e-01,4.579169094178039593e-05,7.965600787432755483e-04,9.339509743163335737e-03,2.969070711130867169e-03,4.016952476666817461e-11,7.524134656932363052e-02,3.377339206040077396e-02
3.190000000000000127e-03,8.906822525585268435e-01,4.590521673627613131e-05,7.959119868256379730e-04,9.338044167688214214e-03,3.004292916409803497e-03,4.016813478933429881e-11,7.529330939731793126e-02,3.410161643900549988e-02
3.583999999999999946e-03,8.854624077968040741e-01,4.561173697074125626e-05,7.976283680444655510e-04,9.339367535111357463e-03,2.911799771688339603e-03,4.016519766356137452e-11,7.522035424331947884e-02,3.325930152678662627e-02
4.027000000000000197e-03,8.874462144066352920e-01,4.568073259819719039e-05,7.971583365670020923e-04,9.338161423846698395e-03,2.934568172472158329e-03,4.016318406834481221e-11,7.526517767555009064e-02,3.345917467364510622e-02
4.525000000000000376e-03,8.845866595773385077e-01,4.554003253306309755e-05,7.980862621882398034e-04,9.339045236728850743e-03,2.888267836138497767e-03,4.016284357113702553e-11,7.522066639047236825e-02,3.305344460071931584e-02
5.085000000000000110e-03,8.816795866166085016e-01,4.547681396799043823e-05,7.986205618301964008e-04,9.341593826867691103e-03,2.866196406470952491e-03,4.016890460285175974e-11,7.514003566171220672e-02,3.286719417383939662e-02
5.714000000000000329e-03,8.801537079811680986e-01,4.545479911436575276e-05,7.988440629242110321e-04,9.343239649567102942e-03,2.858128240883763601e-03,4.017319752136874042e-11,7.509358398657753342e-02,3.280068817448778679e-02
6.420000000000000359e-03,8.840108680199632030e-01,4.561722645090146762e-05,7.977065142628106354e-04,9.342095076469733236e-03,2.912540764835929320e-03,4.017305870100138628e-11,7.516133715681572181e-02,3.326604821993953826e-02
7.213999999999999926e-03,8.823216104062061582e-01,4.552557956900348880e-05,7.982961847881744422e-04,9.341841821136917176e-03,2.882450824553738598e-03,4.017052841886703655e-11,7.514093276887676143e-02,3.300658267647790800e-02
