2.200000000000000112e-06,8.673273753341250725e-01,3.023059561043534512e-05,6.976461026470112334e-04,9.163887847374738854e-03,2.029698057037925517e-03,3.897116849852089906e-11,7.394866346683694192e-02
2.500000000000000205e-06,8.672603646431025215e-01,3.021542231429753372e-05,6.976323320325122750e-04,9.163928851941626624e-03,2.029661805208650503e-03,3.896974384659630174e-11,7.394314190521529551e-02
2.799999999999999873e-06,8.673015470775747859e-01,3.021146431810073834e-05,6.976430289528778167e-04,9.163925279776092767e-03,2.029616150523641874e-03,3.897056747518256879e-11,7.394641369679563758e-02
3.099999999999999966e-06,8.673009279683797645e-01,3.021309053985277257e-05,6.976474333830863864e-04,9.163932358821583191e-03,2.029560185748052487e-03,3.897034301546695251e-11,7.394608244957695531e-02
3.499999999999999947e-06,8.673050168608394950e-01,3.022071999295117297e-05,6.976410848957139777e-04,9.163926730504061077e-03,2.029715882588559606e-03,3.897068825115842487e-11,7.394685473415604782e-02
3.999999999999999819e-06,8.672800514094390900e-01,3.023373397117139414e-05,6.976564739377373115e-04,9.163907459282152890e-03,2.029434274929717980e-03,3.896927331140292981e-11,7.394352240018192690e-02
4.500000000000000114e-06,8.673015008114078883e-01,3.021980917159847646e-05,6.976412506244807337e-04,9.163924343937923656e-03,2.029677039929103990e-03,3.897061322346246181e-11,7.394653698359231198e-02
5.000000000000000409e-06,8.672962186895689651e-01,3.022665298528316632e-05,6.976497480993788325e-04,9.163843814953215663e-03,2.029378029047524453e-03,3.897014706609212170e-11,7.394545468711033465e-02
5.599999999999999747e-06,8.672655834795597318e-01,3.022028748298742639e-05,6.976412127412741793e-04,9.163904528940575861e-03,2.029711734932866316e-03,3.896978414961764419e-11,7.394311657456176246e-02
6.299999999999999821e-06,8.692202136753788277e-01,3.027496354350548663e-05,6.975530192696052876e-04,9.160716664315856836e-03,2.030018418181450592e-03,3.903805381623975527e-11,7.413564049221868513e-02
7.099999999999999785e-06,8.689966497657769517e-01,3.027179148463659823e-05,6.975636293128997540e-04,9.161085289159428408e-03,2.029993895510607410e-03,3.902989409457425756e-11,7.411346619694771098e-02
7.999999999999999638e-06,8.687806739651263710e-01,3.025518145769581766e-05,6.975550712727683796e-04,9.161486786814944730e-03,2.029799947401751768e-03,3.902298957392874544e-11,7.409332541652201287e-02
9.000000000000000228e-06,8.686056966031922011e-01,3.025117465743933822e-05,6.975650524989058642e-04,9.161767352693283781e-03,2.029766665022794334e-03,3.901663735727492154e-11,7.407589106526447920e-02
1.009999999999999986e-05,8.684590837346003456e-01,3.024755521953776869e-05,6.975715160887180051e-04,9.162013323553680477e-03,2.029813266532707033e-03,3.901141810347229489e-11,7.406142817553204583e-02
1.139999999999999927e-05,8.683320990308274201e-01,3.024589962791614066e-05,6.975816237343599119e-04,9.162218555766795183e-03,2.029767519204082969e-03,3.900673252669543226e-11,7.404861589538107303e-02
1.279999999999999942e-05,8.682102880052696703e-01,3.024409896344905238e-05,6.975869374557148745e-04,9.162416772429815906e-03,2.029778260804041001e-03,3.900245952435356958e-11,7.403663284448863680e-02
1.430000000000000031e-05,8.684447806386388358e-01,3.014587156212588989e-05,6.973773856252493989e-04,9.164517375457712292e-03,2.028075810321337217e-03,3.900752145746014020e-11,7.407316398614889608e-02
1.609999999999999832e-05,8.683158708279496985e-01,3.015157359069054233e-05,6.974069240220910713e-04,9.164466174329382112e-03,2.028270530635947928e-03,3.900326322658458744e-11,7.405879620004492125e-02
1.809999999999999950e-05,8.682009213831984873e-01,3.016094092459788937e-05,6.974323219480311684e-04,9.164410132864781247e-03,2.028436183637055430e-03,3.899949944688799917e-11,7.404607215349988392e-02
2.029999999999999876e-05,8.686929100037840135e-01,3.018538115075446526e-05,6.974286704772017986e-04,9.163356291952398994e-03,2.028676849989045385e-03,3.901717293793265254e-11,7.409348628153590577e-02
2.290000000000000098e-05,8.685484864401256111e-01,3.018244962456694507e-05,6.974411301069302540e-04,9.163504884819552096e-03,2.028641276736085734e-03,3.901236024627147059e-11,7.407879787521690074e-02
2.570000000000000127e-05,8.684015956357247212e-01,3.018669035084982827e-05,6.974623209956702955e-04,9.163565315145526247e-03,2.028767123826167966e-03,3.900736361423946144e-11,7.406328207016692200e-02
2.890000000000000113e-05,8.682823623103410604e-01,3.019059544792683652e-05,6.974818346567288356e-04,9.163599795139457452e-03,2.028866909060289981e-03,3.900331044990887846e-11,7.405055168016665135e-02
3.240000000000000150e-05,8.685535441931929723e-01,3.020581281148045796e-05,6.974825431623250414e-04,9.163023310908190860e-03,2.029033695404735497e-03,3.901290363324236485e-11,7.407648205252631568e-02
3.639999999999999708e-05,8.684049729327454337e-01,3.020304580070301494e-05,6.974942947872478892e-04,9.163147609452377412e-03,2.029190767338325853e-03,3.900804782797989506e-11,7.406144587570137605e-02
4.089999999999999804e-05,8.682783236539712846e-01,3.020614528535449874e-05,6.975116348065629442e-04,9.163229398353432004e-03,2.029254206826225718e-03,3.900368084533610181e-11,7.404815784323445782e-02
4.600000000000000004e-05,8.684332550321299804e-01,3.021511902839207013e-05,6.975145101859622603e-04,9.162872678514948077e-03,2.029340063052973136e-03,3.900914145525150147e-11,7.406279370861075517e-02
5.170000000000000306e-05,8.683214400302066149e-01,3.020923422715678593e-05,6.975146638717986698e-04,9.163112572390099894e-03,2.029254417854082799e-03,3.900518526083189196e-11,7.405208248095920820e-02
5.810000000000000277e-05,8.696475990323597749e-01,2.997072214484195404e-05,6.969463991925960167e-04,9.168280168229911778e-03,2.025280884176289438e-03,3.903214784865002570e-11,7.421957101975232285e-02
