2.200000000000000112e-06,8.794076586365774384e-01,4.515020321092533408e-05,7.946466589908326951e-04,9.341363365744311670e-03,2.884636262706525255e-03,4.021341272848652181e-11,7.512470121855949201e-02,3.271730394363574213e-02
2.500000000000000205e-06,8.792971507640060524e-01,4.512961131491089757e-05,7.946852777814741994e-04,9.341343212759671208e-03,2.884746913463897503e-03,4.021533792490772472e-11,7.512389032217305085e-02,3.271880456118124447e-02
2.799999999999999873e-06,8.793692977053511051e-01,4.512574412270904065e-05,7.946660236168528015e-04,9.341351859069627409e-03,2.884873398375826722e-03,4.021432428473772394e-11,7.512433986393124430e-02,3.272028697573943490e-02
3.099999999999999966e-06,8.793662324769688787e-01,4.512659130366196680e-05,7.946509692621253574e-04,9.341342374729035003e-03,2.884934487125394298e-03,4.021456821371023081e-11,7.512430628182607817e-02,3.271914005448497975e-02
3.499999999999999947e-06,8.793762259747361920e-01,4.514040588157811469e-05,7.946730782525751819e-04,9.341353511053456654e-03,2.884719033215982047e-03,4.021419267540474361e-11,7.512439587741578939e-02,3.272089361921395184e-02
3.999999999999999819e-06,8.793146056053715576e-01,4.514457495892667410e-05,7.945918823114567339e-04,9.341318731567748584e-03,2.884858418332988603e-03,4.021556788475327938e-11,7.512405318845497004e-02,3.270982978931420010e-02
4.500000000000000114e-06,8.793700428597241991e-01,4.513885343392751875e-05,7.946721218117910792e-04,9.341354462690928603e-03,2.884782219003289693e-03,4.021428463605578913e-11,7.512435187439872597e-02,3.272075446741433413e-02
5.000000000000000409e-06,8.793359578817950828e-01,4.512934861598566928e-05,7.945940573766077262e-04,9.341345523179821544e-03,2.884849380875313587e-03,4.021427890302958206e-11,7.512437106423860977e-02,3.270645754972666824e-02
5.599999999999999747e-06,8.793031060516737218e-01,4.513463644707220744e-05,7.946576992680958384e-04,9.341352025443084087e-03,2.884608533491829149e-03,4.021521510507978558e-11,7.512390635744957412e-02,3.271717977191783422e-02
6.299999999999999821e-06,8.824198799996764153e-01,4.507508996396532525e-05,7.944506942086818979e-04,9.343037559570355546e-03,2.880848189396628678e-03,4.013515504065734675e-11,7.516241332453187096e-02,3.261500703040256383e-02
7.099999999999999785e-06,8.820644097001755224e-01,4.508695642553684722e-05,7.944744842668889423e-04,9.342837602487694820e-03,2.881269015490313130e-03,4.014339705313898674e-11,7.515700653601344039e-02,3.262701174705203572e-02
7.999999999999999638e-06,8.817820181098935395e-01,4.512301207876972826e-05,7.946737974548546187e-04,9.342761370769697704e-03,2.882994242446723556e-03,4.015180785331372422e-11,7.515170142684118870e-02,3.267102976980928303e-02
9.000000000000000228e-06,8.814957359471801146e-01,4.512454871332207719e-05,7.946723063986123846e-04,9.342594021996180123e-03,2.883223964235284795e-03,4.015856773350963964e-11,7.514788929180010735e-02,3.267646982028415970e-02
1.009999999999999986e-05,8.812595943894524497e-01,4.512819094894281370e-05,7.946836549658408072e-04,9.342456166499320258e-03,2.883350437493833063e-03,4.016435130774403394e-11,7.514480565697279069e-02,3.268301770576852866e-02
1.139999999999999927e-05,8.810494435526516899e-01,4.512936222573253690e-05,7.946704561636047529e-04,9.342329150938320781e-03,2.883513171420876934e-03,4.016954633513241090e-11,7.514221466133752525e-02,3.268565501543593127e-02
1.279999999999999942e-05,8.808523440973142771e-01,4.513350232891011988e-05,7.946779969909902345e-04,9.342217703129979470e-03,2.883651068852229136e-03,4.017448027934463454e-11,7.513982495363569214e-02,3.269059975835550413e-02
1.430000000000000031e-05,8.818537534569534930e-01,4.543151625487165554e-05,7.965176764548455388e-04,9.342223181604977778e-03,2.896998339272390584e-03,4.018098596060492650e-11,7.514171074993733490e-02,3.301367640407065762e-02
1.609999999999999832e-05,8.815740780561638346e-01,4.539766218086347250e-05,7.963158829091035971e-04,9.342124110089590483e-03,2.895651628177509530e-03,4.018471913367332471e-11,7.513943092372375732e-02,3.298283706187164765e-02
1.809999999999999950e-05,8.813227093577041815e-01,4.537187986488439798e-05,7.961328375868854425e-04,9.342036397067069939e-03,2.894420836417064494e-03,4.018800089088503685e-11,7.513749661786556233e-02,3.295386745809544826e-02
2.029999999999999876e-05,8.820611561247260202e-01,4.533128229169466211e-05,7.959092629566813038e-04,9.342498904043617172e-03,2.892187120272470425e-03,4.016596329100445741e-11,7.514773372241853600e-02,3.289772328318927436e-02
2.290000000000000098e-05,8.818209266489300813e-01,4.533220364962531980e-05,7.958946991872558425e-04,9.342415394146309088e-03,2.892374515108043966e-03,4.017135487453694977e-11,7.514464870055434509e-02,3.290158724623144793e-02
